gene	cell	time	entropy
Ctcf	R1	120	1.1336910200629402
Ctcf	R1	168	1.6993377526288
Ctnnb1	R1	0	0.506489997076422
Ctnnb1	R1	24	0.4230399680229175
Ctnnb1	R1	48	0.6769810501137827
Ctnnb1	R1	72	1.2473863500337998
Ctnnb1	R1	96	0.5359207700573811
Ctnnb1	R1	120	1.1068337829676302
Ctnnb1	R1	168	1.6131475019472912
Dnmt1	R1	0	0.22355897208993675
Dnmt1	R1	24	0.5747021196062
Dnmt1	R1	48	0.5760836332560111
Dnmt1	R1	72	0.4597555219446603
Dnmt1	R1	96	1.3157827358403695
Dnmt1	R1	120	0.9369288717354934
Dnmt1	R1	168	1.9577421355603346
Dnmt3b	R1	0	1.4728404581716596
Dnmt3b	R1	24	1.0056072570442665
Dnmt3b	R1	48	1.1993356688192454
Dnmt3b	R1	72	0.9707318370526224
Dnmt3b	R1	96	0.875316333447734
Dnmt3b	R1	120	1.4128940110058126
Dnmt3b	R1	168	1.7845953393568417
Dppa3	R1	0	0.4203824344293273
Dppa3	R1	24	0.6776771240498518
Dppa3	R1	48	0.5433249575800524
Dppa3	R1	72	0.3642550737567746
Dppa3	R1	96	0.26851275070915387
Dppa3	R1	120	0.38360375205648845
Dppa3	R1	168	0.1629212169184182
Dppa4	R1	0	0.5896519944216884
Dppa4	R1	24	1.199901206778633
Dppa4	R1	48	1.090543050507151
Dppa4	R1	72	1.6033547878793726
Dppa4	R1	96	2.083922156356014
Dppa4	R1	120	1.8108759572438733
Dppa4	R1	168	0.8410080373747036
Eomes	R1	0	1.493330903962146
Eomes	R1	24	1.5863504393350616
Eomes	R1	48	1.432887126857301
Eomes	R1	72	1.1421848770222331
Eomes	R1	96	0.27322552547084034
Eomes	R1	120	0.28734433042361957
Eomes	R1	168	0.5339875890530542
Esrrb	R1	0	0.21751406006836527
Esrrb	R1	24	1.1717753236716657
Esrrb	R1	48	0.3905788035195454
Esrrb	R1	72	0.3642550737567746
Esrrb	R1	96	-0.0
Esrrb	R1	120	-0.0
Esrrb	R1	168	-0.0
Ezh2	R1	0	1.9337002463392194
Ezh2	R1	24	1.9266604680803092
Ezh2	R1	48	2.2113184435791196
Ezh2	R1	72	2.300883669703424
Ezh2	R1	96	0.8830324117578991
Ezh2	R1	120	1.8641978332111673
Ezh2	R1	168	1.887867610557169
Fbxo15	R1	0	-0.0
Fbxo15	R1	24	0.36431261224891354
Fbxo15	R1	48	1.1918331104879811
Fbxo15	R1	72	1.5557443451143267
Fbxo15	R1	96	1.5436546857540252
Fbxo15	R1	120	1.0852486761639708
Fbxo15	R1	168	0.8850292919046365
Fgf4	R1	0	0.506489997076422
Fgf4	R1	24	1.3397263077675583
Fgf4	R1	48	1.1567921720817314
Fgf4	R1	72	1.7000927183875885
Fgf4	R1	96	1.3901643626797908
Fgf4	R1	120	0.3316094650877965
Fgf4	R1	168	0.16543498641675256
Fgf5	R1	0	0.21751406006836527
Fgf5	R1	24	1.1929708317424703
Fgf5	R1	48	0.5433249575800524
Fgf5	R1	72	1.0920308139706791
Fgf5	R1	96	0.9188901887941869
Fgf5	R1	120	0.6198299906495953
Fgf5	R1	168	0.1629212169184182
Fgfr2	R1	0	1.0452232418607796
Fgfr2	R1	24	1.4605721605308954
Fgfr2	R1	48	1.295597904261105
Fgfr2	R1	72	1.2307626036557924
Fgfr2	R1	96	0.8644175353193319
Fgfr2	R1	120	0.5624867979286076
Fgfr2	R1	168	1.4112723543220036
Foxa2	R1	0	0.7091066723956675
Foxa2	R1	24	1.1642805996342793
Foxa2	R1	48	1.1037452969924317
Foxa2	R1	72	1.2719809296721722
Foxa2	R1	96	0.7165835725329355
Foxa2	R1	120	1.3385953122716576
Foxa2	R1	168	1.3636599762655135
Gapdh	R1	0	1.8701193084042422
Gapdh	R1	24	1.2863313074808764
Gapdh	R1	48	1.4127643439381896
Gapdh	R1	72	1.4252059826085903
Gapdh	R1	96	1.620086704861952
Gapdh	R1	120	1.6130850719206284
Gapdh	R1	168	1.6993377526288
Gata1	R1	0	0.8692219664552601
Gata1	R1	24	0.585316211277015
Gata1	R1	48	0.3905788035195454
Gata1	R1	72	-0.0
Gata1	R1	96	-0.0
Gata1	R1	120	0.16604753169460829
Gata1	R1	168	-0.0
Gata4	R1	0	0.6545420810757167
Gata4	R1	24	0.7147274731317892
Gata4	R1	48	0.7169622516889513
Gata4	R1	72	0.6265630654529404
Gata4	R1	96	0.7642045065086203
Gata4	R1	120	0.5284951528192632
Gata4	R1	168	0.894329906939531
Gata6	R1	0	0.4203824344293273
Gata6	R1	24	0.850681647560577
Gata6	R1	48	0.3905788035195454
Gata6	R1	72	0.26925171237503803
Gata6	R1	96	0.26851275070915387
Gata6	R1	120	0.6198299906495953
Gata6	R1	168	0.7853141926412158
Gdf3	R1	0	0.8549251513976301
Gdf3	R1	24	1.4108674079270953
Gdf3	R1	48	1.1181726066642599
Gdf3	R1	72	1.95339628433208
Gdf3	R1	96	1.2665725161478933
Gdf3	R1	120	0.2893279264658239
Gdf3	R1	168	-0.0
GFAP	R1	0	-0.0
GFAP	R1	24	0.21189825175237448
GFAP	R1	48	0.5433249575800524
GFAP	R1	72	-0.0
GFAP	R1	96	-0.0
GFAP	R1	120	-0.0
GFAP	R1	168	-0.0
Gli2	R1	0	1.886531629262183
Gli2	R1	24	1.8474846557287496
Gli2	R1	48	1.1564729706107049
Gli2	R1	72	1.2228660262819613
Gli2	R1	96	0.7510439561662843
Gli2	R1	120	1.6972009125794607
Gli2	R1	168	1.2575438159580383
Grb2	R1	0	0.9226475949767445
Grb2	R1	24	1.4360985738197796
Grb2	R1	48	1.087772921067383
Grb2	R1	72	2.325512824405746
Grb2	R1	96	1.6080060373629417
Grb2	R1	120	1.433169568496063
Grb2	R1	168	1.9409075381082128
Gsc	R1	0	0.21751406006836527
Gsc	R1	24	0.2118982517523745
Gsc	R1	48	0.16930856967512892
Gsc	R1	72	0.44791021239884277
Gsc	R1	96	0.4492483397728028
Gsc	R1	120	0.16604753169460829
Gsc	R1	168	0.1629212169184182
Gsk3b	R1	0	1.8476898758380513
Gsk3b	R1	24	1.3543229222728324
Gsk3b	R1	48	1.3694689962500899
Gsk3b	R1	72	1.2753665601178121
Gsk3b	R1	96	1.4954521008188557
Gsk3b	R1	120	1.5761378065616434
Gsk3b	R1	168	1.1515101405437296
Hand1	R1	0	-0.0
Hand1	R1	24	0.460127886147135
Hand1	R1	48	0.1654270339962668
Hand1	R1	72	-0.0
Hand1	R1	96	-0.0
Hand1	R1	120	0.1623261801753929
Hand1	R1	168	-0.0
Hdac1	R1	0	1.969923862898102
Hdac1	R1	24	1.8028382694846268
Hdac1	R1	48	1.673780038031775
Hdac1	R1	72	1.6134257811294925
Hdac1	R1	96	1.7647387729145707
Hdac1	R1	120	1.7331609754446637
Hdac1	R1	168	2.1825827677852283
Hes1	R1	0	2.0502154681228824
Hes1	R1	24	0.9740056212383246
Hes1	R1	48	1.716247405017292
Hes1	R1	72	1.6813268262993941
Hes1	R1	96	1.4286633301463307
Hes1	R1	120	1.658024963126808
Hes1	R1	168	1.482144524245647
Igf2	R1	0	0.8259583557422113
Igf2	R1	24	0.8060831045364467
Igf2	R1	48	1.2486310535043434
Igf2	R1	72	1.1755737891352978
Igf2	R1	96	1.7283574314404315
Igf2	R1	120	1.5947337727207376
Igf2	R1	168	1.70249478608222
Isl1	R1	0	0.3737077932337327
Isl1	R1	24	-0.0
Isl1	R1	48	0.6691183790353248
Isl1	R1	72	-0.0
Isl1	R1	96	0.27322552547084034
Isl1	R1	120	-0.0
Isl1	R1	168	0.6458413026775986
Jag1	R1	0	1.487089954500781
Jag1	R1	24	1.2095821194126821
Jag1	R1	48	1.614751566701557
Jag1	R1	72	1.2228660262819613
Jag1	R1	96	0.7165835725329355
Jag1	R1	120	1.0439615572450123
Jag1	R1	168	1.4241484477583835
Jarid2	R1	0	0.3773434130284537
Jarid2	R1	24	0.787136546045986
Jarid2	R1	48	0.4580607631305901
Jarid2	R1	72	1.126110248949595
Jarid2	R1	96	1.2633824387622958
Jarid2	R1	120	0.9004233396056712
Jarid2	R1	168	1.2301651096338295
Kdm1a	R1	0	1.9923248191617349
Kdm1a	R1	24	1.0428206448265296
Kdm1a	R1	48	1.1377964739882283
Kdm1a	R1	72	1.6259238031550594
Kdm1a	R1	96	1.4868442015044352
Kdm1a	R1	120	1.5478138947246438
Kdm1a	R1	168	1.7794433279485435
Kdm4c	R1	0	1.44658897621478
Kdm4c	R1	24	0.9856078740623198
Kdm4c	R1	48	1.1377964739882283
Kdm4c	R1	72	0.42829128067992406
Kdm4c	R1	96	1.4074844643999989
Kdm4c	R1	120	1.6941172537228089
Kdm4c	R1	168	1.5289392988254196
Klf4	R1	0	-0.0
Klf4	R1	24	1.3667559930309492
Klf4	R1	48	0.6952189482077911
Klf4	R1	72	0.6600377350913003
Klf4	R1	96	0.7200810458863518
Klf4	R1	120	1.0040574895187433
Klf4	R1	168	0.9921430413162415
Lif	R1	0	1.0991376322037787
Lif	R1	24	1.286236163061821
Lif	R1	48	1.549879115418778
Lif	R1	72	1.5539422704845898
Lif	R1	96	2.010085305392909
Lif	R1	120	1.4911913053595165
Lif	R1	168	1.544423481618456
Lifr	R1	0	0.22355897208993672
Lifr	R1	24	0.42637354241265796
Lifr	R1	48	1.3888863315564133
Lifr	R1	72	1.3755216584918737
Lifr	R1	96	1.1967929117421807
Lifr	R1	120	1.951496230201269
Lifr	R1	168	1.7883146751762635
Lin28a	R1	0	2.2089001509282764
Lin28a	R1	24	0.9656254492568308
Lin28a	R1	48	0.4611057245992664
Lin28a	R1	72	1.0678879075568417
Lin28a	R1	96	0.8759705554775272
Lin28a	R1	120	1.4732447649774794
Lin28a	R1	168	1.621567565861737
Mbd3	R1	0	0.61843523724713
Mbd3	R1	24	0.691827183034338
Mbd3	R1	48	0.5595060836996313
Mbd3	R1	72	0.9634662279599113
Mbd3	R1	96	1.271149265254243
Mbd3	R1	120	0.8159510597227838
Mbd3	R1	168	1.3554941085303653
MBP	R1	0	-0.0
MBP	R1	24	-0.0
MBP	R1	48	-0.0
MBP	R1	72	-0.0
MBP	R1	96	-0.0
MBP	R1	120	-0.0
MBP	R1	168	-0.0
Mef2a	R1	0	1.9348686928457148
Mef2a	R1	24	1.1391639100784663
Mef2a	R1	48	1.5930679166520902
Mef2a	R1	72	1.5775427541324205
Mef2a	R1	96	1.1481580357350532
Mef2a	R1	120	1.8745700301123238
Mef2a	R1	168	2.35727965953548
Mixl1	R1	0	-0.0
Mixl1	R1	24	-0.0
Mixl1	R1	48	0.1654270339962668
Mixl1	R1	72	-0.0
Mixl1	R1	96	-0.0
Mixl1	R1	120	0.1623261801753929
Mixl1	R1	168	-0.0
Mki67ip	R1	0	1.536521192357126
Mki67ip	R1	24	1.0480233234169545
Mki67ip	R1	48	1.9295189311354484
Mki67ip	R1	72	1.6257570381291027
Mki67ip	R1	96	1.8260531137711573
Mki67ip	R1	120	1.8971333680844369
Mki67ip	R1	168	1.4225409658273793
Myc	R1	0	0.817035222051899
Myc	R1	24	1.4281582852337082
Myc	R1	48	1.639387585833024
Myc	R1	72	1.633468400151172
Myc	R1	96	0.2761204439045153
Myc	R1	120	1.7910576857532967
Myc	R1	168	1.8646734054747298
Myst3	R1	0	0.506489997076422
Myst3	R1	24	0.42303996802291755
Myst3	R1	48	1.5087672831904495
Myst3	R1	72	1.8537849451246282
Myst3	R1	96	1.1841240502352652
Myst3	R1	120	1.434667348930827
Myst3	R1	168	1.449609611762897
Nanog	R1	0	1.3898111002216544
Nanog	R1	24	2.7562891072575155
Nanog	R1	48	2.567692307716877
Nanog	R1	72	1.4198005331952581
Nanog	R1	96	2.7123632785966363
Nanog	R1	120	1.9856643110488308
Nanog	R1	168	0.7567156333394336
Ncam1	R1	0	-0.0
Ncam1	R1	24	-0.0
Ncam1	R1	48	-0.0
Ncam1	R1	72	-0.0
Ncam1	R1	96	-0.0
Ncam1	R1	120	-0.0
Ncam1	R1	168	-0.0
Nestin	R1	0	1.137491293926851
Nestin	R1	24	1.1837437742677586
Nestin	R1	48	1.3672922161307295
Nestin	R1	72	0.7886972602696284
Nestin	R1	96	1.4521767505228222
Nestin	R1	120	1.5128493085343042
Nestin	R1	168	1.702186305008373
Notch1	R1	0	1.2458189363939487
Notch1	R1	24	1.0342610963429706
Notch1	R1	48	1.370765368542831
Notch1	R1	72	1.4657795438061754
Notch1	R1	96	1.3904152925308344
Notch1	R1	120	1.393785554939928
Notch1	R1	168	0.8502433186101037
Nr0b1	R1	0	-0.0
Nr0b1	R1	24	1.0009832881753074
Nr0b1	R1	48	0.7546477813484198
Nr0b1	R1	72	-0.0
Nr0b1	R1	96	-0.0
Nr0b1	R1	120	-0.0
Nr0b1	R1	168	-0.0
Nr5a2	R1	0	0.3677194330215141
Nr5a2	R1	24	1.4299000862657514
Nr5a2	R1	48	1.1330453853226712
Nr5a2	R1	72	0.1570396849274082
Nr5a2	R1	96	-0.0
Nr5a2	R1	120	0.16604753169460829
Nr5a2	R1	168	-0.0
Nr6a1	R1	0	0.8501962267203058
Nr6a1	R1	24	1.2711697180491353
Nr6a1	R1	48	1.2017617733448405
Nr6a1	R1	72	1.4063291797717432
Nr6a1	R1	96	1.1201780613783505
Nr6a1	R1	120	1.136094248732146
Nr6a1	R1	168	1.139200484614002
Olig1	R1	0	-0.0
Olig1	R1	24	0.20559250818508304
Olig1	R1	48	0.1654270339962668
Olig1	R1	72	0.15374218032876175
Olig1	R1	96	-0.0
Olig1	R1	120	0.3718790375116517
Olig1	R1	168	-0.0
Olig2	R1	0	-0.0
Olig2	R1	24	-0.0
Olig2	R1	48	-0.0
Olig2	R1	72	-0.0
Olig2	R1	96	-0.0
Olig2	R1	120	-0.0
Olig2	R1	168	-0.0
Otx2	R1	0	1.5702684783853984
Otx2	R1	24	1.5797767765754482
Otx2	R1	48	1.6622398624274364
Otx2	R1	72	1.906744505810738
Otx2	R1	96	2.2809559281559415
Otx2	R1	120	1.5066488849709705
Otx2	R1	168	1.5118448293106412
Pax6	R1	0	0.4290831259450416
Pax6	R1	24	1.0001987947073492
Pax6	R1	48	0.17101413880941552
Pax6	R1	72	0.4537972636725494
Pax6	R1	96	0.27322552547084034
Pax6	R1	120	0.47763978852571004
Pax6	R1	168	0.7906257091017003
Pou5f1	R1	0	0.7235801609359901
Pou5f1	R1	24	1.1368525269446224
Pou5f1	R1	48	1.1871758940764647
Pou5f1	R1	72	1.2344563410584521
Pou5f1	R1	96	2.2042530169114154
Pou5f1	R1	120	1.2739510482929999
Pou5f1	R1	168	0.16609549132040746
Prmt6	R1	0	1.0541732449781092
Prmt6	R1	24	0.9045292638820699
Prmt6	R1	48	1.0924360711841339
Prmt6	R1	72	1.0753044287586728
Prmt6	R1	96	1.0497959643696964
Prmt6	R1	120	1.0021854180121001
Prmt6	R1	168	1.4832719508527712
Prmt7	R1	0	1.5824358273313364
Prmt7	R1	24	0.8935146895470236
Prmt7	R1	48	0.8105713693184625
Prmt7	R1	72	1.6060925908910044
Prmt7	R1	96	2.123976332147374
Prmt7	R1	120	1.6756802904274333
Prmt7	R1	168	1.9998905104830513
Ptpn11	R1	0	1.4078644715476436
Ptpn11	R1	24	1.0893457995473892
Ptpn11	R1	48	1.1523749719571552
Ptpn11	R1	72	1.3919750937630835
Ptpn11	R1	96	1.0539708239934438
Ptpn11	R1	120	1.199952981190508
Ptpn11	R1	168	1.6144129765382709
Rai1	R1	0	1.5400657072146327
Rai1	R1	24	1.0742331788919657
Rai1	R1	48	1.1756813299395734
Rai1	R1	72	1.3522521316683032
Rai1	R1	96	1.337446018055819
Rai1	R1	120	0.7643066075218989
Rai1	R1	168	1.622195953495103
Rcc1	R1	0	1.44658897621478
Rcc1	R1	24	1.1611523436116662
Rcc1	R1	48	1.524364229775982
Rcc1	R1	72	1.6986536781117707
Rcc1	R1	96	2.026064451020123
Rcc1	R1	120	1.7035035696680438
Rcc1	R1	168	2.1204569593083304
Rest	R1	0	1.670582180043933
Rest	R1	24	1.3877183287783477
Rest	R1	48	1.8013864726225295
Rest	R1	72	1.8740244617359423
Rest	R1	96	1.4461078366517568
Rest	R1	120	1.1783247050150432
Rest	R1	168	1.861179979602656
Sall4	R1	0	0.2204799425263619
Sall4	R1	24	0.21469795529889313
Sall4	R1	48	0.45358915606125516
Sall4	R1	72	1.3615531393123093
Sall4	R1	96	1.336311979375706
Sall4	R1	120	1.172940750973436
Sall4	R1	168	0.8978173778664016
Setdb1	R1	0	1.506853911540977
Setdb1	R1	24	2.524871149123062
Setdb1	R1	48	2.630452272713338
Setdb1	R1	72	2.4595077406548254
Setdb1	R1	96	2.4005994459604243
Setdb1	R1	120	2.356001696517044
Setdb1	R1	168	2.4262756608091993
Smad1	R1	0	1.2463114102548767
Smad1	R1	24	1.4623104935188458
Smad1	R1	48	1.0285152949877974
Smad1	R1	72	1.159648077965481
Smad1	R1	96	0.27612044390451523
Smad1	R1	120	0.8159510597227839
Smad1	R1	168	1.150083580259269
Smarca4	R1	0	-0.0
Smarca4	R1	24	-0.0
Smarca4	R1	48	-0.0
Smarca4	R1	72	-0.0
Smarca4	R1	96	-0.0
Smarca4	R1	120	-0.0
Smarca4	R1	168	-0.0
Smarcc1	R1	0	1.3676894135126783
Smarcc1	R1	24	1.0557882013536695
Smarcc1	R1	48	1.2167916792250555
Smarcc1	R1	72	1.275366560117812
Smarcc1	R1	96	1.687087132599231
Smarcc1	R1	120	1.2126912162765304
Smarcc1	R1	168	1.717013489341408
Socs3	R1	0	1.2950907713820472
Socs3	R1	24	0.5967839389504722
Socs3	R1	48	1.2404015919832092
Socs3	R1	72	1.3928430519924242
Socs3	R1	96	0.9689899469805767
Socs3	R1	120	1.4957156074072087
Socs3	R1	168	1.4639313984973357
Sox1	R1	0	-0.0
Sox1	R1	24	0.3456535107543832
Sox1	R1	48	-0.0
Sox1	R1	72	0.15374218032876175
Sox1	R1	96	-0.0
Sox1	R1	120	-0.0
Sox1	R1	168	-0.0
Sox2	R1	0	0.8039542110406092
Sox2	R1	24	1.563636511232027
Sox2	R1	48	1.0036982977526643
Sox2	R1	72	0.7792866723005539
Sox2	R1	96	0.7394102792933724
Sox2	R1	120	0.6299035105767661
Sox2	R1	168	0.7298278203634503
Stat3	R1	0	0.817035222051899
Stat3	R1	24	1.6427147730456102
Stat3	R1	48	1.5196224923891837
Stat3	R1	72	1.8814146590788867
Stat3	R1	96	0.7510439561662843
Stat3	R1	120	1.2598595891632227
Stat3	R1	168	1.191709664883169
T	R1	0	-0.0
T	R1	24	-0.0
T	R1	48	-0.0
T	R1	72	-0.0
T	R1	96	-0.0
T	R1	120	-0.0
T	R1	168	-0.0
Tbx3	R1	0	0.5010202724929459
Tbx3	R1	24	1.3760683666491624
Tbx3	R1	48	0.45358915606125516
Tbx3	R1	72	0.1584837330973305
Tbx3	R1	96	0.5277005254652447
Tbx3	R1	120	0.742425117285616
Tbx3	R1	168	0.6191484189408134
Tcf7l1	R1	0	1.2096494078051794
Tcf7l1	R1	24	1.5528512314775682
Tcf7l1	R1	48	1.1228988970475033
Tcf7l1	R1	72	1.2196974816451085
Tcf7l1	R1	96	1.433097002783339
Tcf7l1	R1	120	0.7643066075218989
Tcf7l1	R1	168	1.4693608859152016
Tcl1	R1	0	1.1058141021055703
Tcl1	R1	24	0.5496915119666342
Tcl1	R1	48	-0.0
Tcl1	R1	72	-0.0
Tcl1	R1	96	0.26851275070915387
Tcl1	R1	120	-0.0
Tcl1	R1	168	-0.0
Tgm2	R1	0	0.5764544520790282
Tgm2	R1	24	0.5622588012814014
Tgm2	R1	48	0.39576870401291997
Tgm2	R1	72	0.7224231298702989
Tgm2	R1	96	1.3197376021263567
Tgm2	R1	120	1.0065775602271927
Tgm2	R1	168	0.5339875890530542
Trp53	R1	0	0.22228935949653048
Trp53	R1	24	0.8910069415936901
Trp53	R1	48	0.17204673275639698
Trp53	R1	72	0.8564842716507309
Trp53	R1	96	2.112388268852008
Trp53	R1	120	0.5492753367454979
Trp53	R1	168	1.7813287537159672
Tubb3	R1	0	0.972494634604757
Tubb3	R1	24	1.574186183244168
Tubb3	R1	48	1.837575134108448
Tubb3	R1	72	1.8977885816909381
Tubb3	R1	96	0.8753163334477339
Tubb3	R1	120	1.5528349042866738
Tubb3	R1	168	1.879814876797617
Utf1	R1	0	2.000345824092041
Utf1	R1	24	1.8336357788711628
Utf1	R1	48	1.6396986485048295
Utf1	R1	72	1.7860874322457447
Utf1	R1	96	1.9082552403335018
Utf1	R1	120	1.7110474279395236
Utf1	R1	168	0.16609549132040746
Vim	R1	0	1.0155909872729412
Vim	R1	24	0.49401609494440657
Vim	R1	48	0.6486641094630552
Vim	R1	72	1.731755998786102
Vim	R1	96	1.7838854949718548
Vim	R1	120	2.049422216429282
Vim	R1	168	1.750761965937627
Wdr5	R1	0	1.1713312463967682
Wdr5	R1	24	0.7853439368134861
Wdr5	R1	48	1.0526876902946687
Wdr5	R1	72	1.112283130497647
Wdr5	R1	96	1.4281565667053973
Wdr5	R1	120	1.1488810891952799
Wdr5	R1	168	1.4756233561137035
Wnt3a	R1	0	0.21084230031853213
Wnt3a	R1	24	-0.0
Wnt3a	R1	48	-0.0
Wnt3a	R1	72	0.26251009622168703
Wnt3a	R1	96	-0.0
Wnt3a	R1	120	0.1623261801753929
Wnt3a	R1	168	0.52033461578576
Wnt5a	R1	0	-0.0
Wnt5a	R1	24	1.1152550826126673
Wnt5a	R1	48	0.44594987573843237
Wnt5a	R1	72	0.26925171237503803
Wnt5a	R1	96	-0.0
Wnt5a	R1	120	0.28405393017015845
Wnt5a	R1	168	0.9206170852473985
Zfp281	R1	0	0.7091066723956676
Zfp281	R1	24	0.9531615042723709
Zfp281	R1	48	1.2442140179087229
Zfp281	R1	72	1.7797507568914703
Zfp281	R1	96	0.4646087608435501
Zfp281	R1	120	1.1510972396289163
Zfp281	R1	168	1.2692536058253008
Zfp42	R1	0	-0.0
Zfp42	R1	24	0.8645937535517261
Zfp42	R1	48	0.8307614210090205
Zfp42	R1	72	1.4760569093962765
Zfp42	R1	96	1.877426661696899
Zfp42	R1	120	1.9531365079588123
Zfp42	R1	168	1.6475849851496909
